prolific_id|date_room_id|subject_count|subj_id|exp_id|Timestamp|To what degree did you enjoy the conversation?|To what degree did the conversation go smoothly?|Hypothetically, how much do you think you’d enjoy watching a movie with your partner?|How would you rate the level of rapport established between you and your partner?|How likely do you think it is that you’ll end up watching one of the movies your partner recommended?|In a few sentences, how would you describe your partner and the overall conversation?|Do you have any additional comments or questions for the study authors?|To what degree do you think your partner enjoyed chatting with you?
615f5cae42df61c24539d5b5|2-11-2022-9|subject1|S123|E062|2/11/2022 12:41:17|4|4|3|2|4|Perfectly fine, different tastes and I tend to have different from majority taste, wouldn't want to watch something with them only because I'm more of an introvert and not comfortable with many new people|Just curious about the purpose for this study, I'm always interested in what these studies are about.|4
600e661d49a93a6ec48ebb45|2-11-2022-9|subject2|S124|E062|2/11/2022 12:40:00|5|4|5|5|6|In general I think me and my partner had some similar interest in TV and movies. I think the conversation was fun and interesting. But to short would have liked more time for the discussion.|No.|5
61018cb490bd186baa32f487|2-15-2022-1|subject1|S125|E063|2/15/2022 11:59:20|7|6|5|5|5|Nice older women. Good taste in shows|no|6
60d9e7e76cf2ab6d21eb5f99|2-15-2022-1|subject2|S126|E063|2/15/2022 12:02:04|7|7|1|6|1|The partner said he was 21 and got a bit personal talking about his father.  Mostly the conversation stayed on track about movies and TV.  We shared some of the same interests regarding TV.|I was apprehensive about this study but I really enjoyed it after all:)|7
6143af8721d1445864c4f6c8|2-15-2022-13|subject1|S127|E064|2/15/2022 12:23:59|7|7|7|7|7|It was very good. I enjoyed the talk.|Have a nice day !!|7
5ff94e71c59814230b0fb713|2-15-2022-13|subject2|S128|E064|2/15/2022 12:23:15|4|6|3|4|2|It just seemed as if we both were chatting for the sake of the instructions rather than the conversation being natural. Having a time limit didn't help to make things feel natural either.|No.|4
5e4465013f75e52fc82f7096|2-15-2022-14|subject1|S129|E065|2/15/2022 12:22:27|7|7|6|7|7|It was really fun and engaging. She was kind and helpful!|No, thanks!|7
61083e13a61ccc18dd6aea32|2-15-2022-14|subject2|S130|E065|2/15/2022 12:25:10|7|7|6|6|6|It flowed back and forth, kind of jumping off the last thing that was said.  It was like word association but with tv shows.|No|7
5e641e41de78961a95ffc6f8|2-15-2022-15|subject1|S131|E066|2/15/2022 12:27:14|7|6|4|7|7|I recommended some shows and they recommended a few. They were kind to me and hopefully vice versa. I think we both got some good show recommendations today.|no thank you but thank you|6
5f07b62e0e3ac43ea9d490c6|2-15-2022-15|subject2|S132|E066|2/15/2022 12:32:12|7|7|7|7|7|I would describe them as easygoing and fun to talk to. I liked their taste in movies and the recommendations and liked that they seemed open to my suggestions as well.|No|5
60fdd861cb51bc51c1441ef8|2-15-2022-2|subject1|S133|E067|2/15/2022 12:01:30|6|7|5|4|7|I thought the conversation was great, my partner never ignored anything that I said and commented on movies or shows that I recommended. I'm not a huge TV person but it was nice that my partner mentioned shows or movies that I have at least heard of.|No|6
603e86969a3fd3ec23e64a13|2-15-2022-2|subject2|S134|E067|2/15/2022 12:00:05|7|7|5|7|5|My partner seemed very friendly!  The conversation was highly enjoyable and I was able to freely discuss my opinions.|I highly enjoyed this task!|6
5ee9a0c74895b52232238c22|2-15-2022-3|subject1|S135|E068|2/15/2022 12:01:12|7|7|7|7|7|It was super friendly. We had a lot of overlap about what movies we like and recommend, but I also learned about a lot abut new movies!|I like pat|7
5dd5c04f86c88658b24d4cde|2-15-2022-3|subject2|S136|E068|2/15/2022 12:00:50|7|7|7|7|7|I felt like my partner was really fun and similar to me! We liked a lot of the same types of movies. The only thing we disagreed on was Tom Cruise, which I thought was funny. I thoroughly enjoyed our chat and wished I'd had a little more time! They seem great.|This was very fun and engaging!|7
607cc53ae36a9651f1620f66|2-15-2022-4|subject1|S137|E069|2/15/2022 12:00:12|7|7|6|7|7|I had a helpful and friendly interaction with this person. We seemed to be on generally the same wavelength as far as TV watching preferences.|n/a|6
60dc5dadc66181fd64da98e6|2-15-2022-4|subject2|S138|E069|2/15/2022 12:01:34|7|6|6|6|7|It was a little slow to start, but it was enjoyable! They've watched a LOT more than I have (I get that impression) and while I tend to have shows on in the background, I feel like they watch them more intently. But we seem to have very similar interests and I think we both took away some good suggestions.|"Hm, no, I think some pairing between ""interests"" (or the inverse) would be fun for a larger study to generate conflicting recommendations or the like."|5
61560db6a537f0c454b23db0|2-15-2022-7|subject1|S139|E070|2/15/2022 12:02:35|4|3|6|4|7|they were very agreeable and had good suggestions|these chat forum things are always so awkward I always am typing something as time runs out.|4
6101a1b6117210cbfabf75f5|2-15-2022-7|subject2|S140|E070|2/15/2022 12:00:44|7|5|6|6|6|I thought it was good. We've watched a couple of the same shows|Not really. But that was really entertaining|4
60fbed5d2532f7768e7b5a29|2-15-2022-8|subject1|S141|E071|2/15/2022 12:01:18|5|6|3|5|5|It was very casual and light-hearted. Nothing too deep.|I actually felt as if I were conversing with another person, if that matters.|4
6108295fdd0270d7544b5a8a|2-15-2022-8|subject2|S142|E071|2/15/2022 12:02:25|6|5|4|5|5|We had some preferences in common but overall liked different genres, but they were friendly and we found a few shows in common that we could recommend each other. Overall it was an enjoyable chat and they were very pleasant.|N/A|5
61fa9025d42cb19beec4907f|2-15-2022-9|subject1|S143|E072|2/15/2022 12:05:39|4|2|4|2|2|My partner was very reluctant to provide much commentary at all for their portion of recommendations, for much of the conversation I was waiting for a response, and had to ask followup for any details besides title. It was a stilted conversation, though they got more comfortable (I think?) as time went on. I did not get a sense of their personality much at all and they didn't give me much to go with when the time came for me to recommend things to them- leading me to just throw out random genres in hops they stick.|I had fun, but wished my partner was more engaging. I would have liked to actually get some recommendations from this!|2
603039c84bcf02e81ae8a052|2-15-2022-9|subject2|S144|E072|2/15/2022 12:03:27|4|5|3|4|5|it was fine. nothing crazy. we didn't argue. i gave my recommendations, they gave theirs.|no|4
6120602a67554358bbd53c9d|2-4-2022-100|subject1|S145|E073|2/4/2022 11:32:46|7|7|5|6|6|My partner seemed friendly and we seemed to have similar tastes in shows.|None.|6
610d6fe6f9fcfeba763fc61d|2-4-2022-100|subject2|S146|E073|2/4/2022 11:32:28|7|6|4|5|7|I like we have a lot of similar tastes, we liked a lot of the same shows and knew of the one that we hadn't seen.|I had fun.|5
615628f39024e679836b778b|2-4-2022-101|subject1|S147|E074|2/4/2022 11:34:13|7|7|7|7|7|Pat was super chill and gave great recommendations. He was easy to talk to and was very friendly.|This has been one of my all time favorite surveys ever.|7
5d90f542b2d022001792fee0|2-4-2022-101|subject2|S148|E074|2/4/2022 11:33:05|7|7|7|7|7|they were really inviting and calm. brought up a lot of topics so the conversation wasn't one sided at all|no|7
5fd66ce8aec66457ff73d743|2-4-2022-102|subject1|S149|E075|2/4/2022 11:34:03|7|7|7|7|7|She was very pleasant and helpful and nice|no|7
5c0dbb9b9166290001253342|2-4-2022-102|subject2|S150|E075|2/4/2022 11:35:01|7|7|7|7|7|they seemed like a very friendly down to earth kind of person|thank you for the study,i really appreciate it|7
6108d6efa698e3dbe3b313d3|2-4-2022-103|subject1|S151|E076|2/4/2022 11:37:35|6|7|7|7|6|he is good with converstaion.he mentioned a documentary about chernobyl cats.i will definitely look for the documentary|none|6
61f2ab5da09e72f23cbaf380|2-4-2022-103|subject2|S152|E076|2/4/2022 11:36:34|6|5|6|6|7|We discussed types of documentaries that we both enjoy and shared why we liked them.|Thanks for the survey, I enjoy tasks like these.|6
614bbf1e7de43dee7386fe3f|2-4-2022-104|subject1|S153|E077|2/4/2022 11:44:46|7|6|7|7|7|I loved the conversation with my partner and how we disliked the same genre of movie|nothing else really, except that i feel at the tail end of the conversation with my partner, there seemed to be a break in connection cos it seemed like he's messages where not coming in|6
56210effed6e5a000ac7f3a5|2-4-2022-104|subject2|S154|E077|2/4/2022 11:40:48|6|4|6|5|4|it went ok, but I did most of the talking and the other participant didn't recommend anything to me. Also, I think they had connectivity issues at the end|there seemed to be connectivity issues for my partner towards the end.|5
60fefa0761be42c5b489356f|2-4-2022-95|subject1|S155|E078|2/4/2022 11:31:58|7|7|6|7|5|It was very laid back. He/She was very responsive which was nice. We had a lot to talk about, I didn't even get to say goodbye!|Nope!|6
5e84bd7c34d5d9072128fac1|2-4-2022-95|subject2|S156|E078|2/4/2022 11:35:49|5|6|4|5|7|There was a lot of back and forth so I thought the conversation went rather smoothly. I enjoyed it anyway. They seemed to be very kind and enthusiastic; I wish I could have recommended them something but I was blanking as it seemed like we have very different tastes at first. I felt like I needed more time and I needed to give my watched movie list (yes I have one with thousands of entries) to really give some good recommendations.|I'd like to try this again but maybe have a separate survey for tv and movie watchers as I really only watch movies and they seemed more to be a tv series watching person.|4
6029b0e17f3b5d944ab183f1|2-4-2022-96|subject1|S157|E079|2/4/2022 11:31:48|7|7|7|6|6|Pat was very informative and helpful. I learned a lot for our conversation.|Fun study, enjoyed it.|7
6168a697ae9f4d8dcfada29b|2-4-2022-96|subject2|S158|E079|2/4/2022 11:32:29|5|3|5|2|1|They had good questions and I learned a little about their life. I got so caught up in making recommendations that we forgot to do the second half.|I didn't catch the transition to the second half. I wish there was a better way to notify the participants to switch.|3
5c6709ab926a5b0001eb29c1|2-4-2022-97|subject1|S159|E080|2/4/2022 11:31:29|7|7|7|7|7|My partner was very engaged in the conversation and did a great job of asking me good questions.|N/A|7
60f4e3ab507bbb123f866e88|2-4-2022-97|subject2|S160|E080|2/4/2022 11:32:37|7|7|7|7|7|My partner was understanding and compassionate in our conversation. He or she listened and responded to my questions and answers. I appreciate speaking with them.|None.|7
6150c47994e2e7b7839691e3|2-4-2022-99|subject1|S161|E081|2/4/2022 11:33:05|6|6|6|6|6|it was an enjoyable, thing and got a really good recommendation. it was easy to talk to a stranger, and learn things|no|6
5d453e8723a5bb0001492546|2-4-2022-99|subject2|S162|E081|2/4/2022 11:49:31|5|3|4|3|2|My partner and I suffered from a slow start with developing a rapport in our communications. Alex was an active participant, but their responses were too slow and too generic. I expect typing ability is more likely the root cause and not an inattentive experience. From this, I also feel that the 8 minute time limit was too constraining for the nuance required with an effective response. I will take the blame for this because I set the pace in the first 8 minute section and I believe my approach was not appropriate for the allocated time. Overall, I believe Alex did not have the necessary information to provide accurate recommendations and was not asked enough probing questions to receive a personalized recommendation.|It was not clear that the section would be split into two 8 minute sections. The plan I formulated to determine an appropriate recommendation assumed that the total countdown timer would be allocated for the task. Also, Alex brought up the issue of UK recommendations in the final lines. I did not consider whether the partner did not reside within the U.S. It is possible they were not familiar with my references|3
615001d094ff3a75f45b36b0|2-7-2022-2|subject1|S163|E082|2/7/2022 19:54:53|6|7|6|7|6|They were very fun and informative about their choices. We had a lot in common! I will take their recommendations into consideration.|No.|7
610ccf09b1b0759b2668ded1|2-7-2022-2|subject2|S164|E082|2/7/2022 19:52:58|7|7|7|7|7|We had a great conversation. In fact one of the best conversations I've had in a long time.|Nothing else.|7
5ee0dbc4b229c1091c2fa9b5|2-7-2022-4|subject1|S165|E083|2/7/2022 19:55:23|7|6|7|7|7|Perfect partner to get, we both have watched the same shows recently and visit similar forums for more info etc. It was fun and like I was talking to anyone else I text about what just happened on a show.|n/a|7
60528358827e88148642cfeb|2-7-2022-4|subject2|S166|E083|2/7/2022 19:58:10|7|7|7|7|7|We had the same taste in TV shows and both were big fans of Euphoria. They recommended a new show for me and I recommended a new show for them.|no|7
610502e8ffb9d71ed8f85eaf|2-8-2022-1|subject1|S167|E084|2/8/2022 11:25:10|7|7|7|7|7|I would describe my partner as very friendly, we actually had a lot in common in regards to movies and TV, so it was very fun talking to them!|no!|6
604bfe99dcaa286218d25fca|2-8-2022-1|subject2|S168|E084|2/8/2022 11:25:57|7|7|7|7|7|The conversation actually flowed really well. We really connected over the similar taste in TV shows and movies. It honestly felt like I was talking to a close friend that I've known for a while.|No|7
605f9cfad4df69fcebaac11b|2-8-2022-12|subject1|S169|E085|2/8/2022 11:35:42|6|6|6|6|3|Seemed like a stand up gent.  Conversation was civil and good natured.|Neat|5
5c109903e6eb4e0001b29e44|2-8-2022-12|subject2|S170|E085|2/8/2022 11:35:20|7|7|7|7|7|We are interested in similar movies and tv|N/A|7
60dbe1ade399352be04a652d|2-8-2022-16|subject1|S171|E086|2/8/2022 11:52:18|6|5|4|4|7|I found the conversation informative and engaging. The partner sounded really into sci-fi/horror/suspense genres. It seems they were not really into art cinema.|No|4
5d8108c0a6d2bf001afdb2d9|2-8-2022-16|subject2|S172|E086|2/8/2022 11:51:44|6|7|5|7|6|The conversation flow was very nice. We were both pretty easy going and it was just a fun activity overall. I feel like that is a person I would get along with well in real life as well.|It was very fun, thanks!|6
606dfa579ce4f86f0c7d3568|2-8-2022-2|subject1|S173|E087|2/8/2022 11:26:42|7|7|7|6|6|It was good. Our tastes wernt exactly the same but we both came away with new recommendations I felt. I also felt like it was a good recommendation and Ive never heard of his recommendation before so I will check it out.|Everything worked this time! Perfectly!|6
6045c416b5547f70e3917c12|2-8-2022-2|subject2|S174|E087|2/8/2022 11:26:48|7|7|6|6|6|My partner was laid back and open to watching different things.  They were honest about what they liked and gave details about what they liked and why, and they asked great questions.|This was a fun study!|4
6100509d970d8f8fcd202577|2-8-2022-3|subject1|S175|E088|2/8/2022 11:25:46|6|7|7|7|7|Very nice convo, I enjoyed hearing the show to watch since I lack a lot in the television/film department|nope :)|4
6101ef1676d38820d1002ef5|2-8-2022-3|subject2|S176|E088|2/8/2022 11:26:17|7|6|6|6|6|My partner and I had very similar taste in shows, but not movies.|no|6
613d7349e33f56bee6492cfa|2-8-2022-4|subject1|S177|E089|2/8/2022 11:28:14|6|6|5|6|6|it was easy and comfortable.|nope. this was unique and fun|5
616eee064fa84629904802ab|2-8-2022-4|subject2|S178|E089|2/8/2022 11:26:51|2|1|3|1|4|what partner, it was radio silence most of the time, and clearly they were not engaged or wanting to talk with me.|Thank you|1
60d3740f31606cb50e49f00c|2-8-2022-5|subject1|S179|E090|2/8/2022 11:26:07|7|6|6|5|6|Friendly and engaging, had different tastes in entertainment from me but it made the conversation more interesting|Fun survey, enjoyed it|5
6018e7e271455e1e9e49bda1|2-8-2022-5|subject2|S180|E090|2/8/2022 11:26:08|6|7|7|7|7|My partner was really kind, laid back and easy to talk to.|nope|7
568d286ab5a2c2000cb6a91c|2-8-2022-7|subject1|S181|E091|2/8/2022 11:27:54|7|5|7|5|7|My partner was nice and personable. The conversation was confused by the prompts but overall it was a good conversation that fulfilled the prompt|None|7
5e8a1827052175000938eb91|2-8-2022-7|subject2|S182|E091|2/8/2022 11:27:04|4|5|4|4|3|It was friendly and mildly productive|No|3
5c40bb8880392f00015e8910|2-8-2022-8|subject1|S183|E092|2/8/2022 11:29:34|7|7|7|7|7|They were interesting. I enjoyed the conversation. I will watch some of the movies they talked about|I enjoyed it, thank you|6
5f786ddd6f28d63e71e631b6|2-8-2022-8|subject2|S184|E092|2/8/2022 11:28:05|4|5|2|3|5|I'm not sure how fully invested they were, but they did provide what seemed to be some decent recommendations I'll consider.|Nothing to add!|3
61697550d3595ef0cc0c1b6e|2-8-2022-9|subject1|S185|E093|2/8/2022 11:29:07|7|7|7|7|7|Conversation went well, definitely was interesting|Nope|7
60c12fe6ca8c4aa6d0185190|2-8-2022-9|subject2|S186|E093|2/8/2022 11:30:53|6|6|6|6|6|I thought the conversation went well and was pleasant. My partner and I shared some common interests, so it made the conversation go along smoothly. It was fun asking and getting feedback on our respective suggestions.|no|7
5cbe2edd577eb000184124b9|2-9-2022-23|subject1|S187|E094|2/9/2022 11:51:04|5|7|4|7|6|`|no|7
6109a37f801bfb06e053a187|2-9-2022-23|subject2|S188|E094|2/9/2022 11:50:53|5|5|2|4|3|chill, likes crude humor and super scary shows and definitely likes anime|maybe matching people who watch the same networks like netflix/hbo or same genres|3
5eacb9950c7a9532645a3dca|2-9-2022-25|subject1|S189|E095|2/9/2022 11:49:58|6|7|5|5|6|It was friendly with a decent amount of engagement in each others ideas and interests.|no|4
60d8c6bc9686529cdc824a49|2-9-2022-25|subject2|S190|E095|2/9/2022 11:50:49|7|7|7|7|7|it was like I was talking to an old friend and catching up on our new found interests.|that was fun.|7
5d19281012e152001920227f|2-9-2022-28|subject1|S191|E096|2/9/2022 11:51:22|7|7|6|6|6|My partner is very friendly and gives me good recommendation. The overall conversation is good and pleasant|N/A|7
5cd08e2ff59e0a0013563602|2-9-2022-28|subject2|S192|E096|2/9/2022 11:51:46|7|7|7|6|7|They seemed quite knowledgeable on movies and shows. They seemed friendly and nice|n/a|7
5eecf79232fae00d585cd6f4|2-9-2022-29|subject1|S193|E097|2/9/2022 11:52:27|4|5|6|5|6|My partner has a wide variety of tastes in movies and shows. They were very willing to share their opinions, and it was an enjoyable conversation.|No|4
5b4e1dc88a73fd000141797c|2-9-2022-29|subject2|S194|E097|2/9/2022 11:52:39|6|5|5|4|7|They share similar taste as me in terms of TV shows but not in terms of movies. I think that they are a pleasurable person though.|No.|5
615ddab1e4f013092538b6c5|2-9-2022-35|subject1|S195|E098|2/7/2022 11:34:53|5|2|3|3|3|There was no partner so I just typed my thoughts on TV series and movies, but nobody responded, so sorry but I did my best to participate and typed lots of text to discuss, but nobody responded, sadly. Participant|Not really, I did the best I could, hopefully you will provide me credit.|4
6110c3129bb5f296d009ecbb|2-9-2022-35|subject2|S196|E098|2/9/2022 12:00:13|6|7|6|6|6|Positive! Lots of good show recommendations.|none|6
61128a785cde987fd0b18ac8|2-9-2022-37|subject1|S197|E099|2/9/2022 12:02:24|7|6|4|5|5|The conversation was productive and we received good recommendations.|no|6
5c0ddc894bc2690001b67bd0|2-9-2022-37|subject2|S198|E099|2/9/2022 12:04:20|7|7|7|7|7|My partner was well spoken and friendly. I really enjoyed our interaction and do plan on watching the show they suggested. This was a really fun task!|No, thank you for the fun and engaging task!|6
607134f478e13587bd89e13a|2-9-2022-40|subject1|S199|E100|2/9/2022 12:20:44|7|7|7|6|7|I felt like me and my partner shared a lot of similar interests! I think we would have a good time watching movies together!|No|6
610ae5cb1086b321d61bcc1c|2-9-2022-40|subject2|S200|E100|2/9/2022 12:21:35|7|7|6|6|6|We got sidetracked talking about animes, the conversation was so smooth and easy I sort of forgot to look at the prompt! My partner seemed really fun, and liked similar things to what I like.|nope|7
